customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,code,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,Hash,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,867,Fiber optic,Yes,No,No,No,No,No,Month-to-month,MKZVY,No,Electronic check,82.4,1592.35,Yes
4482-EWFMI,Female,0,No,No,2,Yes,No,4482,Fiber optic,No,No,No,No,No,No,Month-to-month,EWFMI,Yes,Electronic check,69.7,135.2,No
4648-YPBTM,Male,0,No,No,53,Yes,Yes,4648,DSL,No,Yes,Yes,Yes,No,Yes,Two year,YPBTM,Yes,Bank transfer (automatic),73.9,3958.25,No
,Female,0,Yes,Yes,11,Yes,No,2907,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,ILJBN,No,Mailed check,20.6,233.9,No
,Male,0,Yes,No,69,Yes,No,6345,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,FZOQH,No,Mailed check,19.9,1363.45,No
3376-BMGFE,Female,0,No,No,4,Yes,No,3376,Fiber optic,No,No,No,No,No,No,Month-to-month,BMGFE,Yes,Bank transfer (automatic),70.9,273,Yes
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,5997,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,OPVFA,Yes,Bank transfer (automatic),89.05,6254.45,No
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,3445,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,HXXGF,Yes,Electronic check,45.3,2651.2,Yes
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,1159,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,WFSGR,No,Electronic check,20.4,321.4,No
7654-YWJUF,Male,0,Yes,No,43,Yes,No,7654,Fiber optic,Yes,No,Yes,Yes,No,No,One year,YWJUF,Yes,Bank transfer (automatic),84.25,3539.25,No
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,1875,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,QIVME,Yes,Electronic check,104.4,242.8,Yes
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,6727,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,IOTLZ,No,Mailed check,81.95,1181.75,No
,Female,0,Yes,No,53,Yes,No,691,Fiber optic,No,No,Yes,No,Yes,Yes,One year,JVSYA,Yes,Bank transfer (automatic),94.85,5000.2,Yes
5918-VUKWP,Female,0,No,No,32,Yes,No,5918,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,VUKWP,No,Bank transfer (automatic),20.55,654.55,No
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,1744,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,JHKYS,No,Electronic check,24.7,780.2,No
,Female,1,No,No,15,Yes,Yes,2656,Fiber optic,No,No,No,No,No,No,Month-to-month,FMOKZ,Yes,Mailed check,74.45,1145.7,Yes
2070-FNEXE,Female,1,No,No,7,Yes,No,2070,Fiber optic,Yes,No,No,No,No,No,Month-to-month,FNEXE,No,Bank transfer (automatic),76.45,503.6,Yes
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,5947,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,SGKCL,Yes,Bank transfer (automatic),105.35,1559.25,No
3712-PKXZA,Male,0,Yes,No,61,Yes,No,3712,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,PKXZA,Yes,Credit card (automatic),20.55,1252,No
6317-YPKDH,Female,0,No,No,1,No,No phone service,6317,DSL,No,Yes,No,No,No,No,Month-to-month,YPKDH,No,Bank transfer (automatic),29.95,29.95,Yes
6582-OIVSP,Female,0,No,No,1,Yes,No,6582,DSL,No,No,No,No,No,No,Month-to-month,OIVSP,No,Mailed check,45.3,45.3,No
9367-WXLCH,Male,0,No,No,8,Yes,Yes,9367,Fiber optic,No,No,No,No,No,Yes,Month-to-month,WXLCH,No,Bank transfer (automatic),84.5,662.65,Yes
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,5524,DSL,Yes,No,Yes,No,Yes,Yes,One year,KHNJP,No,Credit card (automatic),74.75,2453.3,No
,Female,0,No,No,13,Yes,No,1918,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,ZBFQJ,Yes,Electronic check,79.25,1111.65,Yes
1024-GUALD,Female,0,Yes,No,1,No,No phone service,1024,DSL,No,No,No,No,No,No,Month-to-month,GUALD,Yes,Electronic check,24.8,24.8,Yes
,Male,0,No,No,20,Yes,No,4827,DSL,No,Yes,No,No,No,No,Month-to-month,USJHP,Yes,Mailed check,51.8,1023.85,No
8167-GJLRN,Male,0,No,No,3,No,No phone service,8167,DSL,No,No,No,Yes,No,No,Month-to-month,GJLRN,No,Electronic check,30.4,82.15,No
0956-SYCWG,Female,0,No,No,13,Yes,No,956,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,SYCWG,No,Electronic check,19.65,244.8,No
,Female,0,Yes,No,40,Yes,Yes,8017,DSL,No,Yes,No,No,No,No,Month-to-month,UVSZU,No,Credit card (automatic),56.6,2379.1,No
,Male,0,Yes,Yes,43,Yes,Yes,7100,DSL,Yes,No,No,Yes,No,Yes,One year,FQPRV,Yes,Credit card (automatic),71.9,3173.35,No
,Male,0,Yes,No,6,Yes,No,2472,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,OVKUP,Yes,Electronic check,91,531,Yes
,Female,0,Yes,Yes,69,Yes,No,2984,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,RGEYA,No,Bank transfer (automatic),19.75,1375.4,No
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,9680,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,NIAUV,No,Credit card (automatic),109.7,8129.3,No
,Male,0,Yes,Yes,59,Yes,No,2146,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,EGVDT,No,Credit card (automatic),19.3,1192.7,No
2604-IJPDU,Female,0,Yes,No,20,Yes,No,2604,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,IJPDU,Yes,Electronic check,96.55,1901.65,No
,Male,0,Yes,Yes,24,Yes,Yes,9178,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,JHUVJ,Yes,Bank transfer (automatic),24.1,587.4,No
,Male,0,No,No,59,Yes,Yes,6168,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,YBYNP,Yes,Electronic check,111.35,6519.75,No
,Male,0,Yes,Yes,72,Yes,Yes,7255,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,SSFBC,Yes,Bank transfer (automatic),112.25,8041.65,No
3645-DEYGF,Male,0,No,Yes,1,Yes,No,3645,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,DEYGF,No,Mailed check,20.75,20.75,No
,Female,0,Yes,No,27,Yes,No,9323,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,HGFWY,Yes,Credit card (automatic),101.9,2681.15,No
,Female,0,No,No,14,Yes,No,8544,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,GOQSH,Yes,Credit card (automatic),80.05,1112.3,No
,Male,0,Yes,Yes,71,Yes,Yes,3363,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,DTIVD,No,Electronic check,105.55,7405.5,No
7018-WBJNK,Male,0,No,Yes,13,Yes,No,7018,Fiber optic,No,No,No,No,Yes,No,Month-to-month,WBJNK,Yes,Credit card (automatic),78.3,1033.95,No
,Male,0,No,No,44,Yes,No,9142,Fiber optic,No,No,No,No,No,No,Month-to-month,KZXOP,No,Credit card (automatic),68.85,2958.95,No
,Female,0,No,No,33,Yes,No,7674,Fiber optic,No,Yes,No,Yes,No,No,One year,YTAFD,Yes,Bank transfer (automatic),79.95,2684.85,No
6348-SNFUS,Male,0,Yes,Yes,72,No,No phone service,6348,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,SNFUS,Yes,Credit card (automatic),55.45,4179.2,No
,Male,0,No,No,1,Yes,No,1285,Fiber optic,No,No,No,No,No,Yes,Month-to-month,OKIPP,No,Electronic check,79.9,79.9,Yes
,Female,0,No,No,19,Yes,No,7825,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,ECJRF,Yes,Electronic check,106.6,1934.45,Yes
1347-KTTTA,Male,0,Yes,No,64,Yes,No,1347,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,KTTTA,Yes,Credit card (automatic),102.45,6654.1,No
7841-TZDMQ,Male,0,No,No,2,Yes,No,7841,DSL,No,No,No,No,No,No,Month-to-month,TZDMQ,Yes,Credit card (automatic),46,84.5,Yes
,Female,0,No,No,1,No,No phone service,4195,DSL,No,No,No,No,No,No,Month-to-month,NZGTA,No,Electronic check,25.25,25.25,No
,Male,0,No,Yes,61,Yes,No,7157,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,SMCFK,No,Mailed check,19.75,1124.2,No
,Female,0,Yes,Yes,29,Yes,No,4709,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,LKHYG,No,Electronic check,20,540.05,No
,Male,1,Yes,No,23,Yes,Yes,2504,Fiber optic,No,No,No,No,No,Yes,Month-to-month,DSHIH,No,Electronic check,86.8,1975.85,No
,Female,0,Yes,No,57,No,No phone service,699,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,NDKJM,Yes,Bank transfer (automatic),58.75,3437.45,No
,Male,0,Yes,Yes,72,No,No phone service,9286,DSL,Yes,Yes,Yes,Yes,No,No,Two year,BHDQG,No,Credit card (automatic),45.25,3139.8,No
,Male,0,Yes,No,66,No,No phone service,230,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,WEQUW,Yes,Bank transfer (automatic),56.6,3789.2,No
,Male,0,Yes,Yes,65,Yes,Yes,2040,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,LDIWQ,Yes,Bank transfer (automatic),84.2,5324.5,No
,Female,0,No,No,8,Yes,No,6496,Fiber optic,No,No,No,No,Yes,No,Month-to-month,JDSSB,Yes,Bank transfer (automatic),80,624.6,No
,Female,0,No,No,4,Yes,No,9408,Fiber optic,No,No,No,No,No,No,Month-to-month,SSNVZ,Yes,Electronic check,70.15,268.35,Yes
4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,4443,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,EMBNA,No,Bank transfer (automatic),24.75,1836.9,No
,Male,0,Yes,Yes,1,Yes,No,6469,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,MRVET,Yes,Electronic check,20.2,20.2,No
,Male,0,Yes,No,4,Yes,No,742,DSL,No,No,No,Yes,No,No,Month-to-month,MOABM,No,Mailed check,50.05,179.35,Yes
,Female,0,No,No,12,Yes,No,5961,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,VUSRV,Yes,Bank transfer (automatic),19.35,219.35,No
6778-JFCMK,Male,0,No,No,24,No,No phone service,6778,DSL,Yes,No,No,No,Yes,Yes,One year,JFCMK,Yes,Mailed check,50.6,1288.75,No
6341-JVQGF,Female,0,Yes,Yes,31,Yes,No,6341,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,JVQGF,Yes,Mailed check,81.15,2545.75,No
,Female,0,Yes,No,1,Yes,No,2232,DSL,No,No,No,No,Yes,No,Month-to-month,DMLXU,No,Mailed check,55.2,55.2,Yes
4811-JBUVU,Male,0,No,No,30,Yes,Yes,4811,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,JBUVU,Yes,Credit card (automatic),89.9,2723.15,No
,Female,0,Yes,Yes,47,Yes,Yes,945,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,TSONX,Yes,Credit card (automatic),85.3,4107.25,No
2651-ZCBXV,Male,0,No,No,54,Yes,Yes,2651,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,ZCBXV,Yes,Credit card (automatic),108,5760.65,No
3316-UWXUY,Male,0,No,No,50,Yes,No,3316,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,UWXUY,Yes,Credit card (automatic),93.5,4747.5,No
8937-RDTHP,Male,0,No,No,1,Yes,No,8937,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,RDTHP,Yes,Mailed check,84.6,84.6,Yes
,Female,0,No,No,72,Yes,No,7083,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,MIOPC,No,Credit card (automatic),20.25,1566.9,No
,Female,0,No,No,29,Yes,Yes,1984,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,GPTEH,No,Electronic check,25.15,702,No
,Male,0,No,No,2,Yes,Yes,1251,DSL,No,Yes,No,No,No,No,Month-to-month,KRREG,Yes,Mailed check,54.4,114.1,Yes
,Female,0,No,No,10,No,No phone service,621,DSL,No,No,No,Yes,No,No,Two year,JFHOL,Yes,Mailed check,29.6,299.05,No
,Male,0,Yes,No,18,Yes,Yes,9903,Fiber optic,No,No,No,No,No,No,Month-to-month,LYSAB,Yes,Electronic check,73.15,1305.95,No
,Female,1,No,No,11,Yes,No,94,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,OIFMO,Yes,Electronic check,95,1120.3,Yes
,Male,0,No,No,16,Yes,No,9227,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,UAQFT,No,Mailed check,19.75,284.35,No
7301-ABVAD,Female,0,No,No,72,Yes,Yes,7301,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,ABVAD,No,Bank transfer (automatic),86.6,6350.5,No
,Male,0,No,No,72,Yes,Yes,6614,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,FHDBO,No,Bank transfer (automatic),109.2,7878.3,No
,Female,0,Yes,Yes,41,Yes,No,7576,DSL,Yes,No,No,Yes,Yes,Yes,One year,ASEJU,Yes,Credit card (automatic),74.7,3187.65,No
,Female,1,Yes,No,65,Yes,No,9058,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,HRZSV,No,Electronic check,94.4,6126.15,No
4522-AKYLR,Female,1,No,No,13,Yes,No,4522,DSL,No,Yes,Yes,No,No,No,Month-to-month,AKYLR,Yes,Electronic check,54.8,731.3,No
0221-WMXNQ,Male,1,No,No,4,Yes,No,221,Fiber optic,Yes,No,No,No,No,No,Month-to-month,WMXNQ,No,Electronic check,75.35,273.4,No
,Male,0,No,No,41,Yes,Yes,303,DSL,No,No,Yes,No,No,Yes,One year,UNCIP,No,Mailed check,65,2531.8,No
,Male,1,No,No,15,Yes,No,9947,Fiber optic,No,Yes,No,No,No,No,Month-to-month,OTFQU,Yes,Electronic check,74.4,1074.3,Yes
0322-YINQP,Male,0,No,No,1,Yes,No,322,DSL,Yes,No,No,No,No,No,Month-to-month,YINQP,Yes,Mailed check,48.55,48.55,Yes
,Male,0,No,No,42,Yes,Yes,959,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,WHOKV,Yes,Electronic check,99,4298.45,No
,Female,0,Yes,No,51,Yes,No,4075,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,JFPGR,Yes,Electronic check,93.5,4619.55,No
4629-NRXKX,Female,0,Yes,Yes,2,Yes,No,4629,Fiber optic,No,No,No,No,No,No,Month-to-month,NRXKX,No,Electronic check,70.4,147.15,Yes
9514-JDSKI,Male,1,Yes,No,1,No,No phone service,9514,DSL,No,Yes,No,No,Yes,No,Month-to-month,JDSKI,No,Electronic check,40.2,40.2,Yes
3282-ZISZV,Male,0,No,Yes,32,Yes,Yes,3282,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,ZISZV,No,Credit card (automatic),83.7,2633.3,No
3675-YDUPJ,Male,0,No,No,10,Yes,No,3675,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,YDUPJ,Yes,Mailed check,19.85,193.05,No
4111-BNXIF,Female,0,Yes,Yes,67,No,No phone service,4111,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,BNXIF,Yes,Electronic check,59.55,4103.9,No
7017-VFHAY,Female,0,Yes,Yes,61,Yes,Yes,7017,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,VFHAY,No,Credit card (automatic),115.1,7008.15,No
6655-LHBYW,Male,0,No,No,50,Yes,Yes,6655,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,LHBYW,No,Credit card (automatic),114.35,5791.1,No
4959-JOSRX,Female,0,Yes,No,2,Yes,No,4959,DSL,No,No,No,No,No,No,Month-to-month,JOSRX,Yes,Credit card (automatic),44.6,80.55,Yes
5046-NUHWD,Female,1,Yes,No,29,No,No phone service,5046,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,NUHWD,Yes,Electronic check,45,1228.65,No
7273-TEFQD,Male,1,No,No,3,No,No phone service,7273,DSL,No,No,Yes,No,No,Yes,Month-to-month,TEFQD,Yes,Electronic check,41.15,132.2,Yes
,Male,1,No,No,13,Yes,Yes,3606,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,TWKGI,Yes,Electronic check,106.9,1364.3,Yes
,Male,1,Yes,No,57,Yes,Yes,7529,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,ZDFXI,Yes,Electronic check,89.85,4925.35,No
,Female,0,No,No,31,No,No phone service,7605,DSL,Yes,Yes,No,Yes,No,Yes,Two year,BDWDC,Yes,Bank transfer (automatic),49.85,1520.1,No
,Female,0,Yes,No,45,Yes,Yes,1950,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,KSVVJ,No,Mailed check,113.3,5032.25,No
0123-CRBRT,Female,0,Yes,Yes,61,Yes,Yes,123,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,CRBRT,No,Mailed check,88.1,5526.75,No
6292-TOSSS,Male,0,No,No,50,Yes,Yes,6292,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,TOSSS,No,Bank transfer (automatic),24.9,1195.25,No
3197-ARFOY,Female,1,No,No,19,Yes,No,3197,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,ARFOY,Yes,Mailed check,105,2007.25,No
,Male,0,No,No,59,Yes,No,6323,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,AYBRX,No,Mailed check,19.35,1099.6,Yes
7014-ZZXAW,Female,0,Yes,No,71,Yes,Yes,7014,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,ZZXAW,Yes,Credit card (automatic),24.25,1732.95,No
4385-GZQXV,Female,1,No,No,16,Yes,No,4385,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,GZQXV,Yes,Electronic check,94.45,1511.2,Yes
7633-MVPUY,Male,0,Yes,No,57,Yes,No,7633,DSL,Yes,Yes,No,Yes,No,No,Two year,MVPUY,Yes,Electronic check,59.75,3450.15,No
,Male,0,No,No,1,No,No phone service,6366,DSL,No,No,No,No,No,No,Month-to-month,ZGQGL,No,Bank transfer (automatic),24.8,24.8,Yes
,Male,1,Yes,No,20,Yes,Yes,4716,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,HHKQH,No,Electronic check,107.05,2172.05,No
,Male,0,No,No,1,Yes,No,5940,Fiber optic,No,No,No,No,No,No,Month-to-month,AHUHD,No,Mailed check,70.6,70.6,Yes
6432-TWQLB,Male,0,Yes,No,5,Yes,Yes,6432,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,TWQLB,Yes,Electronic check,85.4,401.1,Yes
,Female,0,Yes,No,52,Yes,Yes,4484,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,GLZOU,Yes,Electronic check,105.05,5624.85,Yes
3179-GBRWV,Male,1,Yes,No,21,Yes,No,3179,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,GBRWV,Yes,Bank transfer (automatic),64.95,1339.8,No
8645-KWHJO,Male,0,No,No,14,No,No phone service,8645,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,KWHJO,Yes,Electronic check,55,771.95,No
4130-MZLCC,Female,0,No,No,5,Yes,No,4130,DSL,No,Yes,No,No,No,No,Month-to-month,MZLCC,No,Bank transfer (automatic),50.55,244.75,No
,Female,0,No,No,6,Yes,No,314,DSL,Yes,Yes,No,No,No,No,Month-to-month,TKOSI,No,Mailed check,55.15,322.9,No
,Female,0,No,No,10,Yes,No,8229,DSL,No,Yes,No,No,No,No,Month-to-month,MYEJZ,No,Electronic check,51.2,498.25,No
2080-SRCDE,Female,0,No,Yes,1,Yes,Yes,2080,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,SRCDE,No,Mailed check,25.4,25.4,No
9577-WJVCQ,Female,0,No,No,68,Yes,Yes,9577,DSL,Yes,No,No,No,No,No,Month-to-month,WJVCQ,No,Mailed check,54.45,3687.75,No
9512-UIBFX,Male,0,Yes,Yes,18,Yes,No,9512,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,UIBFX,No,Mailed check,95.15,1779.95,Yes
6202-DYYFX,Female,0,No,No,22,Yes,Yes,6202,Fiber optic,No,No,No,No,No,No,One year,DYYFX,Yes,Credit card (automatic),76,1783.6,No
,Female,0,No,No,20,Yes,No,3808,DSL,No,No,No,No,No,No,Month-to-month,HFKDE,Yes,Electronic check,44.35,927.15,No
5583-SXDAG,Male,0,Yes,No,1,Yes,No,5583,Fiber optic,No,No,No,No,No,No,Month-to-month,SXDAG,No,Electronic check,70,70,Yes
3488-PGMQJ,Male,1,No,No,8,Yes,No,3488,Fiber optic,No,Yes,No,No,No,No,Month-to-month,PGMQJ,Yes,Electronic check,74.5,606.55,Yes
,Male,0,No,No,10,Yes,No,3580,DSL,No,No,No,No,No,No,Month-to-month,REOAC,Yes,Credit card (automatic),44.85,435.4,Yes
,Male,1,No,No,24,Yes,Yes,7534,Fiber optic,No,No,No,No,No,No,Month-to-month,BFESC,Yes,Electronic check,76.1,1712.7,Yes
,Male,0,No,No,35,Yes,No,3727,DSL,Yes,Yes,Yes,No,No,No,One year,OWVYD,No,Mailed check,61.2,2021.2,No
2294-SALNE,Male,0,Yes,Yes,23,Yes,No,2294,Fiber optic,No,Yes,Yes,Yes,No,No,One year,SALNE,No,Mailed check,86.8,1940.8,No
,Female,1,No,No,6,Yes,No,4847,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,TAJYI,Yes,Electronic check,89.35,567.8,No
1563-IWQEX,Female,0,No,No,12,Yes,No,1563,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,IWQEX,No,Mailed check,19.7,220.35,No
8203-XJZRC,Male,0,No,No,1,Yes,No,8203,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,XJZRC,No,Mailed check,20.25,20.25,No
,Female,0,Yes,Yes,71,Yes,No,6556,Fiber optic,No,No,Yes,No,No,No,Two year,DBKZF,No,Electronic check,76.05,5436.45,No
,Male,1,Yes,No,35,Yes,Yes,6851,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,WEFYX,Yes,Electronic check,100.8,3437.5,No
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,2985,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,JUUBZ,Yes,Electronic check,74.55,3015.75,No
6390-DSAZX,Female,0,No,Yes,1,Yes,No,6390,Fiber optic,Yes,No,No,No,No,No,Month-to-month,DSAZX,Yes,Mailed check,73.6,73.6,Yes
,Male,0,No,No,23,Yes,No,895,DSL,No,No,No,No,Yes,Yes,One year,LMRSF,Yes,Bank transfer (automatic),64.9,1509.8,No
,Female,1,No,No,4,Yes,Yes,8098,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,LLAZX,Yes,Electronic check,95.45,396.1,Yes
8266-VBFQL,Male,0,No,No,4,Yes,No,8266,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,VBFQL,Yes,Electronic check,90.4,356.65,No
,Female,0,Yes,Yes,68,No,No phone service,8181,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,YHCMF,No,Credit card (automatic),60.3,4109,No
2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,2240,Fiber optic,No,Yes,No,No,No,No,Month-to-month,HSJQD,Yes,Mailed check,81.85,3141.7,No
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,1248,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,DYXUB,No,Mailed check,24.8,1229.1,No
0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,265,Fiber optic,No,No,No,No,No,No,Month-to-month,EDXBD,Yes,Electronic check,74.9,2303.35,Yes
,Male,0,Yes,Yes,29,Yes,No,4115,DSL,No,No,Yes,Yes,Yes,Yes,Two year,BNPJY,No,Mailed check,75.55,2054.4,No
,Male,1,Yes,Yes,38,Yes,Yes,3167,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,SNQPL,No,Electronic check,101.15,3741.85,No
,Male,0,No,Yes,48,Yes,Yes,4091,DSL,Yes,No,Yes,No,Yes,Yes,One year,TVOCN,Yes,Credit card (automatic),78.75,3682.45,No
1098-TDVUQ,Female,0,No,No,1,Yes,No,1098,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,TDVUQ,Yes,Bank transfer (automatic),19.25,19.25,No
,Female,0,No,No,22,Yes,No,7277,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,OZCGZ,Yes,Electronic check,89.05,1886.25,No
,Female,0,No,No,43,Yes,Yes,1557,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,EMYVT,No,Credit card (automatic),115.05,4895.1,No
,Female,1,Yes,No,5,Yes,No,2799,Fiber optic,No,No,No,No,No,No,Month-to-month,ARNLO,Yes,Electronic check,69.35,341.6,No
7563-BIUPC,Male,0,No,No,5,Yes,No,7563,Fiber optic,No,No,No,No,Yes,No,Month-to-month,BIUPC,Yes,Electronic check,80.6,415.55,Yes
,Male,0,Yes,Yes,51,Yes,Yes,5027,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,YOCXN,No,Credit card (automatic),110.05,5686.4,No
